# id,Date,Placing,Paifu,Rate before match,Change of rate,Round number,Win num,Deal-in num
0,2023-05-04 19:00:00,2,https://tenhou.net/0/?log=2023050419gm-0099-0000-b3111c7e&tw=0,1657.02,2.396216666666667,8,4,2
